iter	Passed	Remaining
645	6599	3616
646	6608	3605
647	6618	3595
648	6626	3583
649	6635	3572
650	6643	3561
651	6651	3550
652	6659	3538
653	6668	3527
654	6676	3516
655	6684	3505
656	6692	3494
657	6701	3482
658	6709	3471
659	6717	3460
660	6726	3449
661	6734	3438
662	6742	3427
663	6750	3416
664	6759	3405
665	6767	3394
666	6777	3383
667	6785	3372
668	6795	3362
669	6804	3351
670	6813	3340
671	6822	3329
672	6831	3319
673	6839	3308
674	6847	3297
675	6858	3287
676	6866	3276
677	6876	3265
678	6885	3254
679	6894	3244
680	6902	3233
681	6911	3222
682	6919	3211
683	6927	3200
684	6935	3189
685	6944	3178
686	6952	3167
687	6961	3156
688	6969	3145
689	6977	3134
690	6986	3124
691	6995	3113
692	7004	3103
693	7013	3092
694	7023	3082
695	7031	3071
696	7040	3060
697	7048	3049
698	7056	3038
699	7064	3027
700	7073	3016
701	7081	3006
702	7089	2995
703	7097	2984
704	7105	2973
705	7114	2962
706	7122	2951
707	7130	2941
708	7139	2930
709	7148	2919
710	7157	2909
711	7166	2898
712	7175	2888
713	7185	2878
714	7194	2867
715	7203	2857
716	7211	2846
717	7220	2836
718	7230	2825
719	7239	2815
720	7249	2805
721	7259	2795
722	7267	2784
723	7276	2773
724	7284	2763
725	7292	2752
726	7300	2741
727	7309	2730
728	7317	2720
729	7325	2709
730	7333	2698
731	7342	2688
732	7351	2677
733	7360	2667
734	7368	2656
735	7378	2646
736	7386	2635
737	7396	2625
738	7404	2615
739	7412	2604
740	7420	2593
741	7429	2583
742	7437	2572
743	7446	2562
744	7454	2551
745	7463	2541
746	7471	2530
747	7480	2520
748	7490	2510
749	7499	2499
750	7509	2489
751	7518	2479
752	7541	2473
753	7549	2463
754	7559	2452
755	7567	2442
756	7576	2432
757	7584	2421
758	7593	2411
759	7603	2401
760	7611	2390
761	7621	2380
762	7630	2370
763	7641	2360
764	7653	2350
765	7662	2340
766	7673	2331
767	7682	2320
768	7692	2310
769	7703	2300
770	7712	2290
771	7723	2280
772	7732	2270
773	7741	2260
774	7752	2250
775	7761	2240
776	7771	2230
777	7780	2220
778	7789	2209
779	7799	2199
780	7809	2189
781	7820	2180
782	7834	2171
783	7845	2161
784	7856	2151
785	7868	2142
786	7878	2132
787	7887	2122
788	7899	2112
789	7909	2102
790	7919	2092
791	7930	2082
792	7940	2072
793	7950	2062
794	7959	2052
795	7968	2042
796	7979	2032
797	7988	2022
798	7998	2012
799	8007	2001
800	8016	1991
801	8025	1981
802	8034	1971
803	8044	1961
804	8053	1950
805	8063	1940
806	8072	1930
807	8081	1920
808	8090	1910
809	8097	1899
810	8105	1888
811	8113	1878
812	8122	1868
813	8130	1857
814	8139	1847
815	8147	1837
816	8157	1827
817	8165	1816
818	8175	1806
819	8183	1796
820	8192	1786
821	8201	1775
822	8209	1765
823	8218	1755
824	8228	1745
825	8237	1735
826	8246	1725
827	8256	1715
828	8265	1704
829	8274	1694
830	8282	1684
831	8291	1674
832	8300	1664
833	8309	1653
834	8318	1643
835	8326	1633
836	8337	1623
837	8346	1613
838	8356	1603
839	8365	1593
840	8374	1583
841	8384	1573
842	8393	1563
843	8404	1553
844	8412	1543
845	8422	1533
846	8431	1523
847	8440	1512
848	8450	1503
849	8459	1492
850	8468	1482
851	8478	1472
852	8486	1462
853	8495	1452
854	8503	1442
855	8512	1432
856	8520	1421
857	8530	1411
858	8539	1401
859	8549	1391
860	8558	1381
861	8567	1371
862	8576	1361
863	8586	1351
864	8596	1341
865	8605	1331
866	8616	1321
867	8625	1311
868	8633	1301
869	8644	1291
870	8652	1281
871	8663	1271
872	8672	1261
873	8681	1251
874	8691	1241
875	8700	1231
876	8709	1221
877	8718	1211
878	8728	1201
879	8737	1191
880	8746	1181
881	8754	1171
882	8763	1161
883	8772	1151
884	8781	1141
885	8790	1131
886	8799	1120
887	8809	1111
888	8817	1100
889	8826	1090
890	8834	1080
891	8843	1070
892	8851	1060
893	8860	1050
894	8868	1040
895	8876	1030
896	8884	1020
897	8892	1010
898	8900	999
899	8909	989
900	8918	979
901	8927	969
902	8936	959
903	8945	949
904	8954	940
905	8963	929
906	8972	919
907	8981	909
908	8990	899
909	8998	889
910	9007	879
911	9017	870
912	9027	860
913	9039	850
914	9048	840
915	9056	830
916	9067	820
917	9076	810
918	9089	801
919	9098	791
920	9107	781
921	9118	771
922	9127	761
923	9136	751
924	9144	741
925	9153	731
926	9162	721
927	9171	711
928	9181	701
929	9190	691
930	9200	681
931	9210	671
932	9218	662
933	9229	652
934	9238	642
935	9248	632
936	9257	622
937	9268	612
938	9279	602
939	9289	592
940	9298	583
941	9308	573
942	9318	563
943	9328	553
944	9337	543
945	9347	533
946	9357	523
947	9366	513
948	9377	503
949	9386	494
950	9395	484
951	9404	474
952	9413	464
953	9422	454
954	9431	444
955	9441	434
956	9449	424
957	9460	414
958	9472	404
959	9481	395
960	9492	385
961	9502	375
962	9511	365
963	9522	355
964	9530	345
965	9542	335
966	9551	325
967	9560	316
968	9569	306
969	9577	296
970	9587	286
971	9596	276
972	9606	266
973	9614	256
974	9623	246
975	9632	236
976	9641	226
977	9650	217
978	9658	207
979	9668	197
980	9677	187
981	9687	177
982	9696	167
983	9704	157
984	9713	147
985	9723	138
986	9733	128
987	9742	118
988	9752	108
989	9760	98
990	9769	88
991	9778	78
992	9786	68
993	9795	59
994	9803	49
995	9813	39
996	9822	29
997	9832	19
998	9841	9
999	9849	0
