iter	Logloss
554	0.08929300139
555	0.08917400266
556	0.08892139493
557	0.08865229439
558	0.08847577344
559	0.0882734999
560	0.08815404178
561	0.08802785502
562	0.0879668649
563	0.08781669103
564	0.08765662688
565	0.08749285161
566	0.08739138156
567	0.08722469686
568	0.08709648339
569	0.08691342296
570	0.0867638526
571	0.08654325771
572	0.08635865699
573	0.08614575455
574	0.08594292254
575	0.08581488923
576	0.08563668387
577	0.08549503115
578	0.08542133138
579	0.08527134667
580	0.08518441481
581	0.0850672446
582	0.08495949629
583	0.08481923073
584	0.08469775492
585	0.08459270887
586	0.08441612487
587	0.08426831999
588	0.0841631028
589	0.08405531846
590	0.08395284858
591	0.08382436489
592	0.08358736725
593	0.08336320537
594	0.0832032493
595	0.08304894097
596	0.08282566183
597	0.08264461008
598	0.08253292548
599	0.08235353112
600	0.08219678174
601	0.08211242604
602	0.08201993652
603	0.08196736846
604	0.08187223973
605	0.08170324909
606	0.08148332076
607	0.08132295034
608	0.08118046892
609	0.08094567813
610	0.08083088592
611	0.08061883019
612	0.08047889791
613	0.080313168
614	0.08019496193
615	0.08008009765
616	0.07996535949
617	0.07958810529
618	0.07943749906
619	0.07927699354
620	0.07917365893
621	0.0790619473
622	0.07902451192
623	0.07885144987
624	0.07873711704
625	0.07858046675
626	0.07850992863
627	0.07843466154
628	0.07829458514
629	0.07812184736
630	0.07799812866
631	0.07785478252
632	0.07772081323
633	0.07766239027
634	0.07751169396
635	0.07739805472
636	0.07723429746
637	0.07709770698
638	0.07700101994
639	0.07687981436
640	0.07677051675
641	0.07670198731
642	0.07658968118
643	0.07649160698
644	0.07626431047
645	0.07616373218
646	0.07609305894
647	0.07590424269
648	0.07574412448
649	0.07559649075
650	0.07552298013
651	0.07540354002
652	0.0753424238
653	0.07522115966
654	0.07501326091
655	0.074867798
656	0.07474221024
657	0.07463847929
658	0.07450930653
659	0.07438293961
660	0.07426523796
661	0.07413634894
662	0.07402095322
663	0.07390605742
664	0.07381781496
665	0.0737469886
666	0.07360719143
667	0.07348748109
668	0.07343186848
669	0.07330956397
670	0.07320276146
671	0.07311000171
672	0.07297609548
673	0.07281203197
674	0.07271776796
675	0.07262811582
676	0.0724769241
677	0.07239655874
678	0.07231333799
679	0.07219322232
680	0.07214397354
681	0.07182886693
682	0.07176216153
683	0.0715876988
684	0.07137133746
685	0.07108559096
686	0.07098689074
687	0.07092431079
688	0.07088126371
689	0.07077282182
690	0.07070365284
691	0.07045290068
692	0.070338748
693	0.07020842227
694	0.07009468844
695	0.07000046047
696	0.06988642489
697	0.06969333905
698	0.06956666588
699	0.06950847261
700	0.06930656838
701	0.06922454113
702	0.06915218349
703	0.06902547429
704	0.06895502624
705	0.06888455568
706	0.06881368878
707	0.0687245861
708	0.06866900051
709	0.06852669924
710	0.06846083154
711	0.06834599879
712	0.06822380237
713	0.06811334279
714	0.0678496783
715	0.0677307291
716	0.06763421771
717	0.0675861129
718	0.06755067269
719	0.06746450197
720	0.06736347329
721	0.06716986952
722	0.06704965477
723	0.06696743836
724	0.06686505855
725	0.06681054486
726	0.06672124401
727	0.06663383025
728	0.06657307883
729	0.06647121245
730	0.06637647104
731	0.0662562743
732	0.06619501395
733	0.06592123849
734	0.06584391318
735	0.06578015774
736	0.06570036437
737	0.06558316714
738	0.06544568941
739	0.06531780923
740	0.06524430762
741	0.06516453677
742	0.06505033455
743	0.06490155235
744	0.06484515157
745	0.06474540647
746	0.06463151051
747	0.0645160067
748	0.06448266976
749	0.0644216256
750	0.0643214076
751	0.06424500557
752	0.06411998978
753	0.06404092151
754	0.0639120505
755	0.06379997857
756	0.06362384044
757	0.06352400526
758	0.06346859983
759	0.0632014269
760	0.06314290485
761	0.06304392989
762	0.06286683246
763	0.06261809798
764	0.06254887496
765	0.06248289016
766	0.06237743427
767	0.06229044837
768	0.06220801578
769	0.06212957353
770	0.06205279318
771	0.06195538103
772	0.06180999017
773	0.06172191435
774	0.06164861091
775	0.06158044628
776	0.06146211861
777	0.06135995047
778	0.06128534544
779	0.06113850887
780	0.0610648091
781	0.06099025812
782	0.06092290417
783	0.06085929285
784	0.06078642628
785	0.0606698866
786	0.06056057098
787	0.06046249678
788	0.06036694019
789	0.06029958173
790	0.06019529683
791	0.06009651103
792	0.05999978796
793	0.0599385051
794	0.05984133165
795	0.05978064779
796	0.05973656484
797	0.05968001545
798	0.05959243504
799	0.05952912548
800	0.05946845063
801	0.05929573536
802	0.05924045603
803	0.05917863722
804	0.05908626029
805	0.05904807279
806	0.05899070821
807	0.05884481743
808	0.05864959681
809	0.05859299337
810	0.05850663799
811	0.05846282076
812	0.05836101293
813	0.05827234712
814	0.05816067602
815	0.05809007485
816	0.0580104346
817	0.05793633399
818	0.05788607186
819	0.05782024919
820	0.05773086278
821	0.05761947091
822	0.05752893153
823	0.05746401412
824	0.05738033398
825	0.05731975821
826	0.05726270439
827	0.05721242425
828	0.05705539564
829	0.05698426302
830	0.0568909448
831	0.05675256182
832	0.05669093667
833	0.05663939997
834	0.05650280499
835	0.05642541662
836	0.05636367888
837	0.05628981247
838	0.05623562755
839	0.05613648146
840	0.05602743156
841	0.0559457556
842	0.05585130243
843	0.05575938489
844	0.05572981761
845	0.05566158993
846	0.05561929948
847	0.05555436856
848	0.05549993594
849	0.05543366289
850	0.05539297579
851	0.05531629902
852	0.05527112616
853	0.05515429824
854	0.05504700932
855	0.05499746329
856	0.05494404402
857	0.05488779187
858	0.05481438935
859	0.05468681543
860	0.05462452822
861	0.05456801485
862	0.05450862808
863	0.05444929535
864	0.05434772622
865	0.05429362688
866	0.05408779536
867	0.05392317338
868	0.05385617523
869	0.05380123818
870	0.05371777423
871	0.05368021275
872	0.05365264064
873	0.05355639947
874	0.05348783401
875	0.05343737822
876	0.05329697304
877	0.053099469
878	0.05303291672
879	0.05291911534
880	0.05286041764
881	0.05274208546
882	0.05270369979
883	0.05258565135
884	0.05249802591
885	0.052425961
886	0.05239272765
887	0.05231880269
888	0.05220899165
889	0.0520934338
890	0.05203049805
891	0.05195759094
892	0.05182940901
893	0.05173768063
894	0.05169295814
895	0.05164890222
896	0.0515250349
897	0.05146431951
898	0.0513952226
899	0.05134160065
900	0.05125673152
901	0.05118210397
902	0.0511402549
903	0.05106009671
904	0.05099813378
905	0.05093108608
906	0.05086599303
907	0.05074364348
908	0.05068536914
909	0.05064028635
910	0.05056133068
911	0.0505114829
912	0.05045532082
913	0.05040687822
914	0.05037077146
915	0.05029795893
916	0.05020668543
917	0.05017143889
918	0.05011544796
919	0.05007152715
920	0.05003110127
921	0.0499748221
922	0.04992019131
923	0.04985912012
924	0.04982041919
925	0.04977377359
926	0.04969699324
927	0.04958855585
928	0.0495424417
929	0.04948489247
930	0.04939977563
931	0.04934590598
932	0.04926156378
933	0.04915994511
934	0.04906801857
935	0.04900179956
936	0.04892918971
937	0.04884938732
938	0.04882125224
939	0.0487667971
940	0.04869323244
941	0.04857871045
942	0.04847602889
943	0.04843027054
944	0.0483594757
945	0.04825609155
946	0.04816715101
947	0.04812882839
948	0.04807846268
949	0.0480472335
950	0.04794101197
951	0.04785390446
952	0.04781951814
953	0.04777271942
954	0.04774234146
955	0.04772089899
956	0.04758951937
957	0.04754298186
958	0.0474845589
959	0.04746417481
960	0.04741979462
961	0.04735468805
962	0.04729654431
963	0.04716068344
964	0.04708719085
965	0.04702836704
966	0.0469581577
967	0.04689855474
968	0.04686042578
969	0.04681375317
970	0.04674550747
971	0.0465770753
972	0.0465076361
973	0.04645927456
974	0.04636885678
975	0.04632613397
976	0.04628182583
977	0.04623743663
978	0.04620298726
979	0.04614821685
980	0.04608091244
981	0.04603928855
982	0.046020134
983	0.04599072885
984	0.04593760683
985	0.04587042402
986	0.04582296324
987	0.04575724416
988	0.04568592238
989	0.04560287277
990	0.045542288
991	0.04548445502
992	0.04544920398
993	0.0453431626
994	0.04530357442
995	0.04525993734
996	0.0452220651
997	0.04514249241
998	0.04510879967
999	0.04507576899
